# kernel32.dll exports and whether ReactOS 0.4.16 (x86, reports NT 5.2) has them.
# Source: the export tables of \reactos\system32\kernel32.dll and kernel32_vista.dll
# inside the released ReactOS-0.4.16-i386 image, read with pefile. Not documentation:
# these are the bytes the target actually ships. Format: name<TAB>reactos|no<TAB>where
# Names come from that image plus every name in kernel32-exports.tsv, so a function
# XP has and ReactOS lacks appears here as absent rather than simply missing.
# kernel32_vista.dll is marked absent on purpose: it is an internal ReactOS module,
# imported in that image only by ReactOS's own DLLs, never by an application.
# Regenerate with scripts/fetch-reactos-exports.py <ReactOS-0.4.16-i386.iso>.
FindNextStreamW	reactos	kernel32.dll
FindNextVolumeA	reactos	kernel32.dll
FindNextVolumeMountPointA	reactos	kernel32.dll
FindNextVolumeMountPointW	reactos	kernel32.dll
FindNextVolumeW	reactos	kernel32.dll
FindPackagesByPackageFamily	no	absent
FindResourceA	reactos	kernel32.dll
FindResourceExA	reactos	kernel32.dll
FindResourceExW	reactos	kernel32.dll
FindResourceW	reactos	kernel32.dll
FindStringOrdinal	no	absent
FindVolumeClose	reactos	kernel32.dll
FindVolumeMountPointClose	reactos	kernel32.dll
FlsAlloc	reactos	kernel32.dll
FlsFree	reactos	kernel32.dll
FlsGetValue	reactos	kernel32.dll
FlsSetValue	reactos	kernel32.dll
FlushConsoleInputBuffer	reactos	kernel32.dll
FlushFileBuffers	reactos	kernel32.dll
FlushInstructionCache	reactos	kernel32.dll
FlushProcessWriteBuffers	no	absent
FlushViewOfFile	reactos	kernel32.dll
FoldStringA	reactos	kernel32.dll
FoldStringW	reactos	kernel32.dll
FormatApplicationUserModelId	no	absent
FormatMessageA	reactos	kernel32.dll
FormatMessageW	reactos	kernel32.dll
FreeConsole	reactos	kernel32.dll
FreeEnvironmentStringsA	reactos	kernel32.dll
FreeEnvironmentStringsW	reactos	kernel32.dll
FreeLSCallback	no	absent
FreeLibrary	reactos	kernel32.dll
FreeLibraryAndExitThread	reactos	kernel32.dll
FreeLibraryWhenCallbackReturns	no	kernel32_vista.dll only
FreeMemoryJobObject	no	absent
FreeResource	reactos	kernel32.dll
FreeSLCallback	no	absent
FreeUserPhysicalPages	reactos	kernel32.dll
FreeVirtualBuffer	no	absent
GenerateConsoleCtrlEvent	reactos	kernel32.dll
GetACP	reactos	kernel32.dll
GetActiveProcessorCount	no	absent
GetActiveProcessorGroupCount	no	absent
GetAppContainerAce	no	absent
GetAppContainerNamedObjectPath	no	absent
GetApplicationRecoveryCallback	no	kernel32_vista.dll only
GetApplicationRecoveryCallbackWorker	no	absent
GetApplicationRestart	no	kernel32_vista.dll only
GetApplicationRestartSettings	no	absent
GetApplicationRestartSettingsWorker	no	absent
